rn,odofbrn,sptno,cno,cwknm,orcd,ornm,rutcd,rutnm,pdznnm,bzkdcd,bzkdnm,bztocd,stwrdt,ccwdt,ccwxpcdt,ccwyn,ccwynnm,bzarcd,bzarnm,cwksctnnm
856,6048300784,C2021043,C2021049,예천-지보 국도건설공사,B,부산청,028,국도 28호선(영주 ~ 포항),,A,일반국도,00,2021-08-09,2026-08-07,20260807,0,진행공사,101,도로,~
857,1108300348,C2017008,C2017013,오산천 오산지구 하천환경정비사업,S,서울청,F1,안성천,경기도 오산시,A1,한강,01,2017-03-28,2020-11-16,20200907,1,완료공사,102,하천,경기도 화성시 반송동~경기도 평택시 서탄면
858,1108300348,C2001024,C2001024,오산천 하천환경 정비사업,S,서울청,F1,안성천,경기도 오산시,F1,안성천,01,2001-10-17,2006-12-31,20061231,1,완료공사,102,하천,~
859,1108300348,C2009077,C2009089,오성-청북 도로건설공사,S,서울청,043,국도 43호선(연기 ~ 고성),경기도 평택시,A,일반국도,미등록,2009-08-20,2016-12-31,20161231,1,완료공사,101,도로,경기도 평택시 오성면 길음리~경기도 평택시 오성면 양교리
860,3068301763,C2003052,C2003052,오송생명과학단지 지원도로 건설공사,D,대전청,C1,금강,충청북도 청원군,Z1,기타,03,2003-06-05,2008-12-31,20081231,1,완료공사,102,하천,청원군 강외면 궁평리~청원군 강외면 만수리
861,3068301763,C2008016,C2008017,오송생명과학단지 지원도로(오송2지구) 건설공사,D,대전청,005,국도 5호선(마산 ~ 중강진(김화)),충청북도 청원군,C,산업지원국도,00,2008-09-18,2012-10-16,20120828,1,완료공사,101,도로,충북 청원군 옥산면 신촌리~청주시 흥덕구 신촌동
862,4038301161,C2009079,C2009084,오수-갈마 도로확장공사,I,익산청,017,국도 17호선(여천 ~ 용인),전라북도 임실군,A,일반국도,01,2009-06-29,2017-06-27,20170627,1,완료공사,101,도로,전북 임실군 오수면 대명리~전북 임실군 성수면 월평리
863,4038301161,C2008024,C2008027,오수-월락 도로확장공사,I,익산청,017,국도 17호선(여천 ~ 용인),전라북도 남원시,A,일반국도,01,2009-04-02,2017-12-31,20171231,1,완료공사,101,도로,전라북도 남원시 광치동~전라북도 임실군 오수면 대명리
864,6048300784,C2009002,C2009006,옥계-산동 국도 건설공사,B,부산청,067,국도 67호선(칠곡 ~ 구미),경상북도 구미시,A,일반국도,01,2009-01-29,2014-07-02,20140702,1,완료공사,101,도로,옥계동~산동면 성수리
865,4038301161,C2009061,C2009076,옥과-적성 도로확장공사,I,익산청,013,국도 13호선(완도 ~ 금산),전라북도 남원시,A,일반국도,01,2017-01-12,2017-11-10,20170527,1,완료공사,101,도로,전남 곡성군 입면 창정리~전북 남원시 대강면 송대리
866,3068301763,C1997014,C1997014,옥천-소정간 도로확장 및 포장공사(1공구),D,대전청,037,국도 37호선(거창 ~ 파주),충청북도 옥천군,B,지역간선,09,1997-12-15,2007-12-28,20071228,1,완료공사,101,도로,충북 옥천군 군서면 월전리~충북 옥천군 군북면 소정리
867,6048300784,C2006012,C2006013,온산-두왕 국도건설공사,B,부산청,031,국도 31호선(부산 ~ 신고산),울산광역시 울주군,A,일반국도,01,2006-04-17,2014-06-30,20140630,1,완료공사,101,도로,울주군 온양읍 처용리~울산시 남구 두왕동
868,1108300348,C2009039,C2009002,올림픽대로(행주대교-방화대교)확장공사,S,서울청,039,국도 39호선(부여 ~ 의정부),서울특별시 강서구,A,일반국도,00,2009-02-24,2013-12-10,20131210,1,완료공사,101,도로,경기도김포시고촌면전호리~서울특별시강서구개화동
869,6048300784,C2020025,C2020022,와룡-법전 국도건설공사,B,부산청,035,국도 35호선(부산 ~ 강릉),경상북도 봉화군,A,일반국도,01,2020-08-10,2027-07-04,20270704,0,진행공사,101,도로,경상북도 안동시 도산면 가송리~경상북도 봉화군 명호면 삼동리
870,1108300348,C2003102,C2003102,와룡제 개수공사,S,서울청,F1,안성천,충청남도 천안시,F1,안성천,01,2003-06-25,2006-07-25,20061105,1,완료공사,102,하천,천안시 성환읍 와룡리~경기도 평택시 평궁리
871,4038301161,C1999010,C1999010,완도-군외 도로확장 및 포장공사,I,익산청,013,국도 13호선(완도 ~ 금산),전라남도 완도군,A,일반국도,01,1999-05-21,2009-07-12,20090712,1,완료공사,101,도로,전라남도 완도군 완도읍 가용리~전라남도 완도군 군외면 영풍리
872,4038301161,C1997018,C1997018,완도-신지도간 연육교 가설공사,I,익산청,077,국도 77호선(부산 ~ 인천),전라남도 완도군,A,일반국도,01,1997-10-25,2005-12-31,20051231,1,완료공사,101,도로,전남 완도군 완도읍 가용리~전남 완도군 신지면 송곡리
873,4038301161,C2020027,C2020023,완주 화산-운주 도로시설개량공사,I,익산청,017,국도 17호선(여천 ~ 용인),전라북도 완주군,A,일반국도,00,2020-09-08,2025-08-12,20250812,0,진행공사,101,도로,전라북도 완주군 경천면 용복리~전라북도 완주군 운주면 장선리
874,2248301909,C2008020,C2008024,왕산-성산국도개량공사,W,원주청,035,국도 35호선(부산 ~ 강릉),강원도 강릉시,A,일반국도,00,2008-12-16,2016-12-07,20161207,1,완료공사,101,도로,강원도강릉시왕산면목계리~강원도강릉시성산면금산리
875,6048300784,C2006005,C2006003,왜관-석적 국도건설공사,B,부산청,067,국도 67호선(칠곡 ~ 구미),경상북도 칠곡군,A,일반국도,01,2006-02-21,2012-12-31,20121231,1,완료공사,101,도로,칠곡군 왜관읍 왜관리~칠곡군 석적읍 중리
876,4038301161,C2013927,C2013003,요천 남원지구(1공구) 하천환경정비사업,I,익산청,D1,섬진강,전라북도 남원시,D1,섬진강,01,2012-12-27,2015-12-24,20151224,1,완료공사,102,하천,전북 남원시 이백면 척문리~섬진강합류점(송동면 세전리)
877,4038301161,C2009004,C2009008,요천 창산제외 4개소 보강공사,I,익산청,D1,섬진강,전라북도 남원시,D1,섬진강,01,2009-02-18,2014-01-23,20140123,1,완료공사,102,하천,전북 남원 중동리~전남 곡성 대평리
878,4038301161,C2004123,C2004124,요천지당제 보강공사,I,익산청,D1,섬진강,전라북도 남원시,D1,섬진강,미등록,2005-12-28,2007-12-12,20071212,1,완료공사,102,하천,남원시 주생면 지당리~남원시 주생면 제천리
879,6048300784,C2016031,C2016030,용궁-개포 국도건설공사,B,부산청,034,국도 34호선(당진 ~ 영덕),경상북도 예천군,A,일반국도,01,2016-10-05,2021-12-24,20210908,1,완료공사,101,도로,경북 예천군 용궁면 산택리~경북 예천군 용궁면 월오리
880,6048300784,C2004137,C2004138,용동-동읍,B,부산청,025,국도 25호선(진해 ~ 청주),경상남도 창원시,A,일반국도,00,2004-12-10,2009-12-09,20091209,1,완료공사,101,도로,"경상남도 창원시 의창구 용동
~경상남도 창원시 의창구 동읍
"
881,3068301763,C2009036,C2009048,용두-동면 도로건설공사,D,대전청,021,국도 21호선(전주 ~ 이천),충청남도 천안시,A,일반국도,00,2009-04-01,2016-12-30,20161230,1,완료공사,101,도로,충남 천안시 병천면 용두리~충남 천안시 동면 화계리
882,4038301161,C2012016,C2012012,용산-장흥 도로확장공사,I,익산청,023,국도 23호선(강진 ~ 천안),전라남도 장흥군,A,일반국도,01,2012-02-21,2018-08-17,20180817,1,완료공사,101,도로,용산면 어산리~장흥읍 순지리
883,3068301763,C2002036,C2002036,용수제 개수공사,D,대전청,C1,금강,충청남도 연기군,C1,금강,03,2002-05-24,2006-05-22,20060522,1,완료공사,102,하천,성덕리~대평리
884,1108300348,C2009028,C2009024,용인시(삼가-대촌)국도대체 우회도로건설공사,S,서울청,042,국도 42호선(인천 ~ 동해),경기도 용인시,D,국도대체우회도로,00,2009-03-03,2020-12-26,20190315,1,완료공사,101,도로,용인시기흥구 상하동~용인시 처인구 남동
885,2248301909,C2006044,C2006046,용전제 수해복구공사,W,원주청,,,강원도 강릉시,미등록,,미등록,2006-12-13,2007-12-31,20071231,1,완료공사,102,하천,~
886,3068301763,C2012012,C2012007,우강지구 하천환경정비사업,D,대전청,G1,삽교천,충청남도 당진군,G1,삽교천,미등록,2011-12-29,2015-12-23,20151231,1,완료공사,102,하천,NO.0~NO.10
887,6048300784,C1998015,C1998015,우복-유강,B,부산청,031,국도 31호선(부산 ~ 신고산),경상북도 포항시 남구,D,국도대체우회도로,00,1998-03-05,2006-12-31,20061231,1,완료공사,101,도로,"경상북도 포항시 남구 연일읍 우복리
~경상북도 포항시 남구 연일읍 유강리
"
